Item ID,AegisName,English Name,Category,Required Level,Slots,Buy,Sell,Locations
18929,Elephant_Model_Hat,Elephant Model Hat,Headgear,30,1,10,,Head_Top
5623,F_Alice_Doll,F Alice Doll,Headgear,30,1,20,,Head_Top
5634,F_Kettle_Hat,F Kettle Hat,Headgear,30,0,20,,Head_Top
5639,F_Magic_Eyes,F Magic Eyes,Headgear,30,0,20,,Head_Top
5638,F_Puppy_Hat,F Puppy Hat,Headgear,30,0,20,,Head_Top
5629,F_Vacation_Hat,F Vacation Hat,Headgear,30,1,20,,Head_Top
5627,F_Vane_Hairpin,F Vane Hairpin,Headgear,30,1,20,,Head_Top
5632,F_Vanilmirth_Hat,F Vanilmirth Hat,Headgear,30,0,20,,Head_Top
5631,F_Water_Lily_Crown,F Water Lily Crown,Headgear,30,1,20,,Head_Top
19081,Faceworm_Egg_Shell,Faceworm Egg Shell,Headgear,30,1,20,,Head_Top
18593,Fancy_Mini_Crown,Fancy Mini Crown,Headgear,30,1,20,,Head_Top
5403,Fish_In_Mouth,Fish In Mouth,Headgear,30,0,10,,Head_Low
18822,Flame_Wing_Ear,Flame Wing Ear,Headgear,30,0,20,,Head_Mid
5302,Lotus_Flower_Hat,Flower Lily,Headgear,30,0,,,Head_Top
5824,Fools_Day_Hat,Fools Day Hat,Headgear,30,1,20,,Head_Top
5528,King_Frog_Hat,Frog King Hat,Headgear,30,1,20,,Head_Top
18903,Frozen_Land_Rose,Frozen Land Rose,Headgear,30,0,,,Head_Low
18508,Garuda_Hat,Garuda Hat,Headgear,30,1,20,,Head_Top
18924,Fez_Of_Gentle,Gentleman Fez,Headgear,30,1,,,Head_Top
5186,Geographer_Band,Geographer Band,Headgear,30,0,20,,Head_Top
18930,Gorilla_Model_Hat,Gorilla Model Hat,Headgear,30,1,10,,Head_Top
18926,Green_Foxtail,Green Foxtail,Headgear,30,0,,,Head_Low
5176,Hahoe_Mask,Hahoe Mask,Headgear,30,0,30000,,"Head_Low, Head_Mid"
19269,Angel_Of_Happiness_J,Happy Flapping Angel Wings,Headgear,30,1,20,,Head_Top
5673,Home_Cherry_Blossom,Home Cherry Blossom,Headgear,30,1,20,,Head_Top
5500,Icecream_Hat,Icecream Hat,Headgear,30,0,,,Head_Top
5291,Kettle_Hat,Kettle Hat,Headgear,30,0,20,,Head_Top
18931,Lion_Model_Hat,Lion Model Hat,Headgear,30,1,10,,Head_Top
18541,Little_Fhat,Little Feather Hat,Headgear,30,1,20,,Head_Top
5558,Saci_Hat,Luxury Hat,Headgear,30,1,20,,Head_Top
5138,Magic_Eyes,Magic Eyes,Headgear,30,0,20,,Head_Top
18720,Magical_Booster,Magical Booster,Headgear,30,0,20,,Head_Mid
5878,Miracle_Blue_Rose,Miracle Blue Rose,Headgear,30,0,,,Head_Low
5387,Neko_Mimi_Kafra,Neko Mimi Kafra,Headgear,30,1,20,,Head_Top
18813,New_Wave_Sunglasses,New Wave Sunglasses,Headgear,30,0,10,,Head_Mid
19181,New_Wave_Sunglasses_,New Wave Sunglasses,Headgear,30,1,20,,Head_Mid
5931,Niflheim_Bunny_Hat,Niflheim Bunny Hat,Headgear,30,1,,,Head_Top
5473,Forceps_Hairpin,Nipper Crab Hairpin,Headgear,30,0,20,,Head_Top
5985,Noble_Mask,Noble Mask,Headgear,30,0,,,Head_Mid
19102,Pale_Moon_Hat,Pale Moon Hat,Headgear,30,1,20,,Head_Top
5182,Puppy_Hat,Puppy Hat,Headgear,30,0,20,,Head_Top
5530,Raven_Cap,Raven Cap,Headgear,30,1,20,,Head_Top
5866,Red_Cherry_Blossom,Red Cherry Blossom,Headgear,30,0,,,Head_Low
5777,Remover_Hat,Remover Hat,Headgear,30,0,20,,Head_Top
18932,Rhino_Model_Hat,Rhino Model Hat,Headgear,30,1,10,,Head_Top
5575,Onigiri_Hat,Rice Ball Hat,Headgear,30,1,20,,Head_Top
18718,Rose_Hairband,Rose Hairband,Headgear,30,0,20,,Head_Top
18671,Rudolf_Hairband,Rudolf Hairband,Headgear,30,0,20,,Head_Top
5212,Satellite_Hairband,Satellite Hairband,Headgear,30,1,,,Head_Top
5841,Shaman_Hat_,Shaman Hat,Headgear,30,1,20,,Head_Top
5667,Skull_Hood,Skull Hood,Headgear,30,1,20,,"Head_Mid, Head_Top"
5867,Hat_Of_Drowsy_Cat,Sleeping Cat,Headgear,30,1,,,Head_Top
5388,Snake_Head,Snake Head Hat,Headgear,30,1,20,,Head_Top
18788,Starlight_Scope,Starlight Scope,Headgear,30,0,20,,Head_Mid
5103,Sunflower_Hairpin,Sunflower Hairpin,Headgear,30,0,20,,Head_Top
18852,D_Strawberry_Hat,Tasty Strawberry Hat,Headgear,30,0,20,,Head_Top
18853,D_Strawberry_Hat_,Tasty Strawberry Hat,Headgear,30,0,20,,Head_Top
18606,Tear_Drop,Tear Drop,Headgear,30,0,20,,"Head_Low, Head_Mid"
5791,Tenkaippin_Ramen,Tenkaippin Ramen,Headgear,30,0,20,,Head_Top
18530,Tha_Despero_Mask,Thanatos Despero Mask,Headgear,30,0,20,,"Head_Low, Head_Mid"
5789,Thanatos_Mal_Mask,Thanatos Mal Mask,Headgear,30,0,20,,"Head_Low, Head_Mid"
5787,Tha_Maero_Mask,Thanatos's Maero Mask,Headgear,30,0,20,,"Head_Low, Head_Mid"
5187,Twin_Ribbon,Twin Ribbon,Headgear,30,1,20,,Head_Top
5287,Vacation_Hat,Vacation Hat,Headgear,30,1,20,,Head_Top
5285,Vane_Hairpin,Vane Hairpin,Headgear,30,1,20,,Head_Top
5289,Vanilmirth_Hat,Vanilmirth Hat,Headgear,30,0,20,,Head_Top
15932,Vassalage_Necklace_TH,Vassalage Necklace,Headgear,30,0,,,Head_Low
5284,Water_Lily_Crown,Water Lily Crown,Headgear,30,1,20,,Head_Top
18602,Watermelon_Slice,Watermelon Bite,Headgear,30,0,20,,Head_Low
18525,Watermelon_Hat,Watermelon Cap,Headgear,30,1,20,,Head_Top
5945,Red_Pencil_Mouth,Well-Chewed Pencil (Red),Headgear,30,0,20,,Head_Low
18573,White_Feather,White Feather,Headgear,30,1,20,,Head_Top
18954,Rabbit_Head_Dress,White Rabbit Bonnet,Headgear,30,1,,,Head_Top
18545,Whrabbit_Hband,Whrabbit Hband,Headgear,30,0,20,,Head_Top
19108,Wild_Poring_Rider,Wild Poring Rider,Headgear,30,1,,,Head_Top
5466,Wind_Milestone,Wind Milestone,Headgear,30,1,20,,Head_Top
5050,Mystery_Fruit_Shell,Wonder Nutshell,Headgear,30,0,20,,Head_Top
18725,Rabbit_Ear_Knit_Hat,Rabbit Ear Knitted Hat,Headgear,33,1,,,Head_Top
5091,Big_Golden_Bell,Decorative Golden Bell,Headgear,35,0,20,,"Head_Mid, Head_Top"
5223,Big_Golden_Bell_,Evolved Big Golden Bell,Headgear,35,0,20,,"Head_Mid, Head_Top"
18680,Tw_Frog_Hat,Tw Frog Hat,Headgear,35,0,20,,Head_Top
5132,Angeling_Hat,Angeling Hat,Headgear,38,0,20,,Head_Top
5021,Bankruptcy_Of_Heart,Grief for Greed,Headgear,38,0,20,,Head_Top
18825,Money_Lost_Spirit,Grief for Greed,Headgear,38,1,20,,Head_Top
5352,Poporing_Cap,Poporing Cap,Headgear,38,0,20,,Head_Top
400411,Comp_Heaven_Cage_ROC,[Not For Sale] Heaven Cage,Headgear,40,1,,,Head_Top
19026,Egir_Helm_K,Aegir Helm,Headgear,40,1,10,,Head_Top
18561,B_Feather_Beret,B Feather Beret,Headgear,40,1,20,,Head_Top
18754,Blood_Sucker,Blood Sucker,Headgear,40,0,20,,Head_Low
5169,Bride_Mask,Bride Mask,Headgear,40,1,30000,,"Head_Mid, Head_Top"
19028,Minions_Of_Devil,Devil's Servant,Headgear,40,0,,,Head_Mid
5852,Easter_Egg_Shell,Easter Egg Shell,Headgear,40,0,20,,Head_Top
19387,Exa_Goat_Cap,Experimental Goat Cap,Headgear,40,1,20,,Head_Top
18626,Gelato_Hat,Gelato Hat,Headgear,40,0,20,,Head_Top
19337,Hat_of_Goggle,Goggle Hat,Headgear,40,1,20,,Head_Top
5465,Celestial_Hat,Hat Of Fortune,Headgear,40,1,20,,Head_Top
400410,Heaven_Cage_ROC,Heaven Cage,Headgear,40,1,,,Head_Top
18651,Ignis_Cap,Ignis Cap,Headgear,40,1,20,,Head_Top
19212,Malangdo_Pirate,Malangdo Pirate Hat,Headgear,40,1,,,Head_Top
19402,Many_StarsJ,Many Stars,Headgear,40,0,,,Head_Low
5177,Guardian_Lion_Mask,Mythical Lion Mask,Headgear,40,1,30000,,"Head_Mid, Head_Top"
5932,Heaven_Cage,Paradise Bird Cage,Headgear,40,1,,,Head_Top
5415,Poring_Cake_Cap,Poring Cake Hat,Headgear,40,0,20,,Head_Top
5435,Coke_Hat,Red Minstrel Hat,Headgear,40,1,20,,Head_Top
5208,Rideword_Hat,Rideword Hat,Headgear,40,1,20,,Head_Top
19162,Scuba_Mask_K,Scuba Mask,Headgear,40,1,20,,Head_Mid
18565,St_Pat_Hat,St Patrick's Hat,Headgear,40,1,20,,Head_Top
5112,Super_Novice_Hat,Super Novice Hat,Headgear,40,0,8500,,Head_Top
19112,Tengu_Scroll,Tengu Scroll,Headgear,40,0,20,,Head_Low
18851,ValentineHeart,Valentine Heart,Headgear,40,0,20,,Head_Top
18854,ValentineYellowHeart,Yellow Valentine Heart,Headgear,40,0,20,,Head_Top
5057,Ear_Of_Black_Cat,Black Cat Ears,Headgear,45,0,16000,,Head_Top
5404,Blue_Ribbon,Blue Ribbon,Headgear,45,1,10,,Head_Top
5300,Bullock_Helm,Bullock Helm,Headgear,45,0,20,,Head_Top
5165,Crown_,Crown,Headgear,45,1,20,,Head_Top
5080,Headgear_Of_Queen,Crown of Ancient Queen,Headgear,45,0,20,,Head_Top
18527,Gloomy_Pumpkin_Hat,Dark Pumpkin-head,Headgear,45,0,20,,Head_Top
5698,E_Pair_OE_Red_Ribbon_,E Pair OE Red Ribbon,Headgear,45,0,20,,Head_Mid
5044,Devil's_Wing,Evil Wing Ears,Headgear,45,0,20,,Head_Top
5221,Pair_Of_Red_Ribbon_,Evolved Pair of Red Ribbon,Headgear,45,0,20,,Head_Mid
5615,F_Pair_Of_Red_Ribbon_,F Pair Of Red Ribbon,Headgear,45,0,20,,Head_Mid
5360,Whikebain_Ears,Hyuke's Black Cat Ears,Headgear,45,0,20,,Head_Top
18792,Idn_Sakkat,Indonesian Independence Sakkat,Headgear,45,0,10,,Head_Top
5537,Quati_Hat,Kwati Hat,Headgear,45,1,20,,Head_Top
5562,Good_Wedding_Veil_J,Luxurious Wedding Veil,Headgear,45,1,,,"Head_Mid, Head_Top"
18933,Mechanical_Plant_Hat,Mechanical Plant Hat,Headgear,45,1,20,,Head_Top
5083,Red_Tailed_Ribbon,Red Ribbon,Headgear,45,0,20,,Head_Top
18608,Pair_Of_Red_Ribbon2,Small Ribbons,Headgear,45,1,20,,Head_Mid
5164,Tiara_,Tiara,Headgear,45,1,20,,Head_Top
5790,Holy_Mom_Love,TM,Headgear,45,1,20,,"Head_Mid, Head_Top"
5538,Tucan_Hat,Tucan Hat,Headgear,45,1,20,,"Head_Mid, Head_Top"
5986,Whikebain_Ears_,Wickebine's Black Cat Ears,Headgear,45,1,,,Head_Top
18867,Vajra,Vajra,Headgear,48,0,,,Head_Low
18824,Mask_Of_Bankrupt,Bankruptcy Mask,Headgear,49,1,20,,"Head_Low, Head_Mid"
400659,aegis_400659,[Not For Sale] Fairy's Crown,Headgear,50,1,,,Head_Top
400677,aegis_400677,[Not For Sale] Flaward Hat,Headgear,50,1,,,Head_Top
400441,Comp_FoxBellRibbon_ROC,[Not For Sale] Fox Ears Bell Ribbon,Headgear,50,0,,,Head_Top
400501,aegis_400501,[Not For Sale] Gigant Helm,Headgear,50,1,,,Head_Top
400513,aegis_400513,[Not For Sale] Hat of Desert,Headgear,50,1,,,Head_Top
15978,Comp_ShrineMaiden_TH,[Not For Sale] Shrine Maiden Ribbon,Headgear,50,0,,,Head_Mid
400632,aegis_400632,[Not For Sale] Themis Helm,Headgear,50,1,,,Head_Top
18772,Improved_Binoculars,Advanced Binoculars,Headgear,50,0,20,,Head_Mid
18775,Improved_Welding_Mask,Advanced Welding Mask,Headgear,50,0,20,,"Head_Low, Head_Mid"
5505,Asara_Fairy_Hat,Asara Fairy Hat,Headgear,50,0,,,"Head_Mid, Head_Top"
18897,Azure_Diadem,Azure Diadem,Headgear,50,0,,,Head_Mid
19088,Binoculars_,Binoculars,Headgear,50,1,20,,Head_Mid
19082,Bio_Protector,Bio Protector,Headgear,50,0,,,Head_Mid
18756,Black_Shiba_Inu_Hat,Black Shiba Inu Hat,Headgear,50,1,20,,Head_Top
5065,Fish_On_Head,Blue Fish,Headgear,50,0,20,,Head_Top
18582,Blue_Tiger_Mask,Blue Tiger Mask,Headgear,50,0,20,,"Head_Mid, Head_Top"
5919,Camellia_Hair_Pin,Camellia Hair Ornament,Headgear,50,1,,,Head_Top
18895,Celestial_Dark_Flame,Celestial Dark Flame,Headgear,50,0,,,Head_Mid
15827,Ceryne_Hat_EXE,Ceryne's Hat,Headgear,50,1,,,Head_Top
15828,Germes_Hat_EXE,Cetio's Hat,Headgear,50,1,,,Head_Top
15832,Cetrion_Circlet_EXE,Cetrion Circlet (OSM),Headgear,50,1,,,Head_Top
5026,Hat_Of_Cook,Chef Hat,Headgear,50,0,20,,Head_Top
5968,DVAngelNurseCap,Clergy Nurse Cap,Headgear,50,1,,,Head_Top
5142,Crescent_Helm,Crescent Helm,Headgear,50,1,20,,"Head_Mid, Head_Top"
15834,DRaiden_Sakkat_EXE,Dark Raiden's Sakkat,Headgear,50,1,,,Head_Top
5496,Dice_Hat,Dice Hat,Headgear,50,0,20,,Head_Top
18524,Dokkebi_Mask,Dokkebi Mask,Headgear,50,0,20,,"Head_Low, Head_Mid"
19104,YDragon_SkyWing,Dragon Emperor's Wing,Headgear,50,0,,,Head_Mid
5292,Dragon_Skull,Dragon Skull,Headgear,50,0,20,,Head_Top
5726,E_Crescent_Helm,E Crescent Helm,Headgear,50,0,20,,"Head_Mid, Head_Top"
5718,E_Dragon_Skull,E Dragon Skull,Headgear,50,0,20,,Head_Top
5699,E_Fish_On_Head_,E Fish On Head,Headgear,50,0,20,,Head_Top
5727,E_Tiger_Mask,E Tiger Mask,Headgear,50,0,20,,"Head_Mid, Head_Top"
5421,Ifrit's_Ear,Ears Of Ifrit,Headgear,50,0,20,,Head_Mid
18784,Elder_Devil_Horn,Elder Devil Horn,Headgear,50,1,20,,Head_Top
19019,Elemental_Crown,Elemental Crown,Headgear,50,1,,,Head_Top
19178,Elemental_Crown_K_,Elemental Crown,Headgear,50,1,,,Head_Top
15855,Ermac_Veil_EXE,Ermac's Veil (OSM),Headgear,50,1,,,Head_Top
15885,Erron_Hat_EXE,Erron's Hat (OSM),Headgear,50,1,,,Head_Top
5222,Fish_On_Head_,Evolved Blue Fish,Headgear,50,0,20,,Head_Top
5470,Eyes_Of_Darkness,Eye Of Darkness,Headgear,50,0,20,,Head_Mid
5643,F_Crescent_Helm,F Crescent Helm,Headgear,50,0,20,,"Head_Mid, Head_Top"
5635,F_Dragon_Skull,F Dragon Skull,Headgear,50,0,20,,Head_Top
5616,F_Fish_On_Head_,F Fish On Head,Headgear,50,0,20,,Head_Top
5644,F_Tiger_Mask,F Tiger Mask,Headgear,50,0,20,,"Head_Mid, Head_Top"
18560,Fafnir_Mask,Fafnir Mask,Headgear,50,0,20,,Head_Low
18559,Fafnir_Skin,Fafnir Skin,Headgear,50,0,20,,Head_Mid
400658,aegis_400658,Fairy's Crown,Headgear,50,1,,,Head_Top
18604,Falcon_Mask,Falcon Mask,Headgear,50,0,10,,"Head_Low, Head_Mid"
19144,Felock_Cap_,Ferlock's Hat,Headgear,50,1,20,,Head_Top
5317,Fisherman_Hat,Fisherman's Hat,Headgear,50,0,20,,Head_Top
400676,aegis_400676,Flaward Hat,Headgear,50,1,,,Head_Top
15829,Flaward_Hat_EXE,Flaward's Hat,Headgear,50,1,,,Head_Top
18934,Fox_Ears_Bell_Ribbon,Fox Ears Bell Ribbon,Headgear,50,1,,,Head_Top
18551,Galaxy_Circlet,Galaxy Circlet,Headgear,50,1,20,,Head_Top
15830,Germes_Horn_EXE,Germes's Horn,Headgear,50,1,,,Head_Top
19021,Gigant_Helm,Gigant Helm,Headgear,50,1,,,Head_Top
400500,aegis_400500,Gigant Helm,Headgear,50,1,,,Head_Top
5518,L_Magestic_Goat2,Gigantic Majestic Goat,Headgear,50,0,20,,Head_Top
18787,Goal_Tender_Mask,Goal Tender Mask,Headgear,50,0,20,,"Head_Low, Head_Mid"
18655,Goedo_Monocle,Goedo Monocle,Headgear,50,0,20,,Head_Mid
5850,Golden_Savage_Hat,Golden Savage Hat,Headgear,50,0,20,,Head_Top
5471,Hairband_Of_Reginleif,Hairband Of Reginleif,Headgear,50,0,20,,Head_Mid
400512,aegis_400512,Hat of Desert,Headgear,50,1,,,Head_Top
18563,Heart_Wing_Hairband,Heart Wing Hairband,Headgear,50,1,20,,Head_Top
5181,Helm_Of_Darkness,Helm of Darkness,Headgear,50,1,20,,"Head_Mid, Head_Top"
18533,Honeybee_Hat,Honey Bee Hat,Headgear,50,1,20,,Head_Top
18595,Horn_Of_Ancient,Horn of Ancient,Headgear,50,1,40,,Head_Top
5383,Hunting_Cap,Hunter's Cap,Headgear,50,1,20,,Head_Top
19286,IA_Choker,IA Choker,Headgear,50,0,,,Head_Low
18761,Remodel_Magician_Hat,Improved Magician Hat,Headgear,50,1,20,,Head_Top
5602,Jaguar_Hat_J,Jaguar Hat J,Headgear,50,1,20,,"Head_Low, Head_Mid"
15878,Joker_Card_EXE,Joker's Card (OSM),Headgear,50,0,,,Head_Low
15880,Joker_Face_EXE,Joker's Face (OSM),Headgear,50,0,,,Head_Mid
18860,Preschool_Hat,Kindergartener's Hat,Headgear,50,1,10,,Head_Top
15831,Kuken_Hat_EXE,Kuken's Hat,Headgear,50,1,,,Head_Top
15879,KungJin_Headpiece_EXE,Kung Jin's Headpiece (OSM),Headgear,50,1,,,Head_Top
18564,Love_Piece,Love Piece,Headgear,50,0,20,,Head_Low
18521,Lucky_Clover,Lucky Clover,Headgear,50,0,20,,Head_Low
15822,Magaleta_Ribbon_EXE,Magaleta's Ribbon,Headgear,50,1,,,Head_Top
18904,Man_Medal,Man's Pride,Headgear,50,1,,,Head_Top
5420,Mask_Of_Ifrit,Mask Of Ifrit,Headgear,50,1,20,,"Head_Low, Head_Mid, Head_Top"
15848,Motaro_Horn_EXE,Motaro's Horn (OSM),Headgear,50,1,,,Head_Top
15884,Nezuko_Bamboo_EXE,Nezuko's Bamboo (OSM),Headgear,50,0,,,Head_Low
15883,Nezuko_Eyes_EXE,Nezuko's Eyes (OSM),Headgear,50,0,,,Head_Mid
5807,October_Fest_Cap,October Fest Cap,Headgear,50,0,20,,Head_Top
18878,Palace_Guard_Cap,Palace Guard Cap,Headgear,50,1,10,,Head_Top
18896,Pterios_Fins,Pterios Fins,Headgear,50,0,,,Head_Mid
18700,Rabbit_Ribbon,Rabbit Ribbon,Headgear,50,1,20,,Head_Top
5033,Smokie_Hat,Raccoon Hat,Headgear,50,0,20,,Head_Top
5333,Radio_Antenna,Radio Antenna,Headgear,50,0,,,Head_Top
18581,Red_Tiger_Mask,Red Tiger Mask,Headgear,50,0,20,,"Head_Mid, Head_Top"
18783,Rose_Crown,Rose Crown,Headgear,50,1,20,,Head_Top
5970,RuneHelm,Rune Helm,Headgear,50,1,20,,Head_Top
5767,Samurai_Mask,Samurai Mask,Headgear,50,0,20,,Head_Low
5656,Scooter_Hat_J,Scooter Helmet,Headgear,50,1,20,,Head_Top
5078,Sea_Otter_Cap,Sea-Otter Hat,Headgear,50,0,20,,Head_Top
15826,Seyrandel_Hat_EXE,Seyrandel's Hat,Headgear,50,1,,,Head_Top
15857,Shang_Rainbow_EXE,Shang Tsung's Rainbow (OSM),Headgear,50,1,,,Head_Top
15845,Shaokahn_Helmet_EXE,Shao Kahn's Helmet (OSM),Headgear,50,1,,,Head_Top
18902,Shovel_Hat,Shovel Hat,Headgear,50,0,,,Head_Top
15977,Shrine_Maiden_Hat_TH,Shrine Maiden Ribbon,Headgear,50,0,,,Head_Mid
18690,Sirt_Evil_Eye,Sirt Evil Eye,Headgear,50,0,20,,Head_Mid
5672,Southern_Cross,Southern Cross,Headgear,50,1,20,,Head_Top
5161,Sharp_Gear_,Spiky Band,Headgear,50,1,20,,Head_Top
5062,Straw_Hat,Straw Hat,Headgear,50,0,20,,Head_Top
5395,Tiraya_Bonnet,Striped Hat,Headgear,50,1,20,,Head_Top
19020,Survive_Circlet,Survivor's Circlet,Headgear,50,1,,,Head_Top
19139,SurviveOrb,Survivor's Orb,Headgear,50,0,,,Head_Low
18865,Sword_Master_Crown,Sword Master Crown,Headgear,50,1,10,,Head_Top
5379,Balloon_Hat,Tam,Headgear,50,1,,,Head_Top
18628,Tare_Domovoi,Tare Brownie,Headgear,50,1,20,,Head_Top
5059,Brown_Bear_Cap,Teddybear Hat,Headgear,50,0,20,,Head_Top
400631,aegis_400631,Themis Helm,Headgear,50,1,,,Head_Top
5098,Tiger_Mask,Tiger Mask,Headgear,50,0,20,,"Head_Mid, Head_Top"
5316,Umbrella_Hat,Umbrella Hat,Headgear,50,0,20,,Head_Top
5188,Minstrel_Hat,Wandering Minstrel Hat,Headgear,50,0,20,,Head_Top
2292,Welding_Mask,Welding Mask,Headgear,50,0,20,,"Head_Low, Head_Mid"
19415,White_Bird_Rose,White Bird Rose Decoration,Headgear,50,1,,,Head_Top
18759,Stretched_Nose_M,Wood Goblin's Nose,Headgear,50,0,20,,Head_Mid
18576,YinYang_Earring,YinYang Earring,Headgear,50,0,20,,Head_Mid
18861,Zaha_Doll_Hat_J,Zaha Doll Hat,Headgear,50,1,10,,Head_Top
19043,Goibne's_Helmet_S,Goibne's Helm,Headgear,54,1,30000,,Head_Top
19130,Magic_Eyes_,Magic Eyes,Headgear,54,1,20,,Head_Top
400489,aegis_400489,[Not For Sale] Hairband Of Asmodeus,Headgear,55,1,,,Head_Top
420139,Comp_FlyingGalapago_ROC,[Not For Sale]Frenzy Galapago,Headgear,55,0,,,Head_Low
5129,Bird_Nest,Bird Nest,Headgear,55,0,20,,Head_Top
5224,Orc_Hero_Helm_TW,Evolved Orc Hero Helm,Headgear,55,0,500000,,"Head_Mid, Head_Top"
420137,FlyingGalapago_ROC,Frenzy Galapago,Headgear,55,0,,,Head_Low
400488,aegis_400488,Hairband Of Asmodeus,Headgear,55,1,,,Head_Top
5094,Orc_Hero_Helm,Helmet of Orc Hero,Headgear,55,0,500000,,"Head_Mid, Head_Top"
5095,Orc_Hero_Helm_,Helmet of Orc Hero,Headgear,55,1,800000,,"Head_Mid, Head_Top"
5889,L_Orc_Hero_Helm_,Large Orc Hero Helm,Headgear,55,1,,,"Head_Mid, Head_Top"
5031,Mine_Helm,Mine Hat,Headgear,55,0,20,,Head_Top
18830,2012RMSCNO3,2012 RWC 2nd Runner Helmet,Headgear,60,1,1000,,Head_Top
18829,2012RMSCNO2,2012 RWC Runners-Up Helmet,Headgear,60,1,1000,,Head_Top
18828,2012RMSCNO1,2012 RWC Winners Helmet,Headgear,60,1,1000,,Head_Top
400419,Comp_NymphGreen_ROC,[Not For Sale] Nymph Green Sapphire,Headgear,60,1,,,Head_Top
430007,Comp_WandererSakkat_ROC,[Not For Sale] Wanderer's Sakkat,Headgear,60,1,,,"Head_Mid, Head_Top"
5174,Ayam,Ayam,Headgear,60,1,30000,,Head_Top
19159,Barrel_Helm,Barrel Helm,Headgear,60,1,20,,"Head_Low, Head_Mid, Head_Top"
5344,Binit_Doll_Hat,Bennit Doll Hat,Headgear,60,1,,,Head_Top
19106,Magicstone_Of_Grace,Blessing of Gemstone,Headgear,60,1,,,"Head_Low, Head_Mid, Head_Top"
18510,Blood_Angel_Hair_Band,Blood Angel Hair Band,Headgear,60,0,,,Head_Top
18511,Blood_Angel_Wing_Ear,Blood Angel Wing Ear,Headgear,60,0,,,Head_Mid
400123,Summer_Promo_Helm2,Booster Power Hat (Magical),Headgear,60,0,,,Head_Top
400122,Summer_Promo_Helm1,Booster Power Hat (Physical),Headgear,60,0,,,Head_Top
18667,Cat_Lace_Hairband,Cat Lace Hairband,Headgear,60,1,20,,Head_Top
19388,Crow_Tengu_Mask_Z,Celestial Crow Mask,Headgear,60,0,,,Head_Mid
5609,Chung_Hairband,Chung Hairband,Headgear,60,1,,,Head_Top
5874,Circlet_Of_Kriemhild,Circlet Of Kriemhild,Headgear,60,1,20,,Head_Top
5340,Deprotai_Doll_Hat,Defolty Doll Hat,Headgear,60,1,,,Head_Top
19155,Demons_Eye,Demon's Eyes,Headgear,60,0,20,,Head_Mid
5875,Diadem_Of_Bruenhild,Diadem Of Bruenhild,Headgear,60,1,20,,Head_Top
5608,Dorothy_Doll_Hat,Dorothy Doll Hat,Headgear,60,1,,,Head_Top
5655,Dark_Snake_Lord_Hat_J,Evil Snake Lord Hat,Headgear,60,0,20,,Head_Top
5341,Claris_Doll_Hat,Glaris Doll Hat,Headgear,60,1,,,Head_Top
19399,Grand_Peco_Band_Z,Grand Peco Hairband,Headgear,60,1,,,Head_Top
5873,Helmet_Of_Siegfried,Helmet Of Siegfried,Headgear,60,1,20,,Head_Top
18906,Holy_Rosario,Ichthys's Rosary,Headgear,60,0,,,Head_Low
410291,aegis_410291,Little Abyss Dragon,Headgear,60,0,,,Head_Mid
5607,Lyria_Doll_Hat,Lyria Doll Hat,Headgear,60,1,,,Head_Top
19107,Mad_Hatter,Mad Hatter,Headgear,60,1,,,"Head_Low, Head_Top"
5173,Satto_Hat,Magistrate Hat,Headgear,60,1,30000,,Head_Top
5469,Noble_Hat,Musketeer Hat,Headgear,60,1,20,,Head_Top
400418,NymphGreen_ROC,Nymph Green Sapphire,Headgear,60,1,,,Head_Top
5938,Octopus_Hat_J,Octopus Hat,Headgear,60,1,20,,Head_Top
15165,PureWhite_Marching_Hat,Pure White Marching Hat,Headgear,60,1,20,,Head_Top
15166,Necklace_Rosary,Rosary Necklace,Headgear,60,0,20,,Head_Low
18901,Seppl_Hat,Seppl Hat,Headgear,60,1,20,,Head_Top
5359,J_Captain_Hat,Ship Captain Hat,Headgear,60,1,20,,Head_Top
19400,Sleepr_Hat_Z,Sleeper Hat,Headgear,60,1,,,Head_Top
5342,Sorin_Doll_Hat,Sorin Doll Hat,Headgear,60,1,,,Head_Top
5851,Summer_Knight,Summer Knight,Headgear,60,0,20,,"Head_Mid, Head_Top"
5526,Lady_Tanee_Doll,Tanigumi Girl Doll,Headgear,60,0,20,,Head_Top
5343,Tayelin_Doll_Hat,Telling Doll Hat,Headgear,60,1,,,Head_Top
5485,Tiger_Face,Tiger Face,Headgear,60,0,20,,"Head_Low, Head_Mid, Head_Top"
5345,Debril_Doll_Hat,W Doll Hat,Headgear,60,1,,,Head_Top
430006,Wanderers_Sakkat_ROC,Wanderer's Sakkat,Headgear,60,1,,,"Head_Mid, Head_Top"
18900,Weisswurst,Weisswurst,Headgear,60,0,20,,Head_Low
5831,Woe_Big_Sis_Ribbon,Woe Big Sis Ribbon,Headgear,60,0,20,,Head_Top
5836,Woe_Boys_Cap,Woe Boys Cap,Headgear,60,0,20,,Head_Top
5834,Woe_Crown,Woe Crown,Headgear,60,0,20,,Head_Top
5833,Woe_Picnic_Hat,Woe Picnic Hat,Headgear,60,0,20,,Head_Top
5830,Woe_Sahkkat,Woe Sahkkat,Headgear,60,0,20,,Head_Top
5835,Woe_Tiara,Woe Tiara,Headgear,60,0,20,,Head_Top
5832,Woe_Vane_Hairpin,Woe Vane Hairpin,Headgear,60,0,20,,Head_Top
