Item ID,AegisName,Server English Name,Category,EquipLevelMin,Slots,Reason
31750,C_St_Long_GN_M_TW,Costume Beauty and Long Wig (Green),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31751,C_St_Long_GL_M_TW,Costume Beauty and Long Wig (Gold),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31752,C_St_Long_RD_M_TW,Costume Beauty and Long Wig (Red),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31753,C_St_Long_BU_M_TW,Costume Beauty and Long Wig (Blue),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31754,C_B_S_PP_M_TW,Costume Korean Meatball Head (Purple),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31755,C_B_S_OM_M_TW,Costume Korean Meatball Head (Brown),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31756,C_B_S_WH_M_TW,Costume Korean Meatball Head (White),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31757,C_B_S_BL_M_TW,Costume Korean Meatball Head (Black),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31758,C_B_S_GN_M_TW,Costume Korean Meatball Head (Green),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31759,C_B_S_YL_M_TW,Costume Korean Meatball Head (Yellow),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31760,C_B_S_RD_M_TW,Costume Korean Meatball Head (Red),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31761,C_B_S_BU_M_TW,Costume Korean Meatball Head (Blue),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31762,C_Heart_Card_In_Mouth,Costume Heart Card in Mouth,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31763,C_Fortier_Mask,Costume Fortier Mask,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31764,C_Rainbow_Veil_V,Costume Rainbow Veil Mid,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31767,C_TW_3rd_Balloon,Costume 3rd Year Balloon,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31768,C_2019RTC_CeleAura_TW,Costume 3rd Anniversary Balloon,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31769,C_Orange_Bunny_Band,Costume Bunny Hairband (Orange),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31770,C_Violet_Bunny_Band,Costume Bunny Hairband (Purple),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31771,C_Blue_Bunny_Band,Costume Bunny Hairband (Blue),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31772,C_Silver_Bunny_Hairband,Costume Bunny Hairband (Silver),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31773,C_Aqua_Bunny_Band,Costume Bunny Hairband (Light Blue),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31774,C_Maroon_Bunny_Band,Costume Bunny Hairband (Red),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31775,C_Golden_Bunny_Band,Costume Bunny Hairband (Golden),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31776,C_Gray_Bunny_Band,Costume Bunny Hairband (Grey),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31777,C_YellowBunny_Hairband,Costume Bunny Hairband (Yellow),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31778,C_PinkBunny_Hairband,Costume Bunny Hairband (Pink),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31779,C_Green_Bunny_Hairband,Costume Bunny Hairband (Green),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31780,C_Sloth_Hat,Costume Sloth Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31781,C_Green_Poring_Hairpin,Costume Poporing Hairpin,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31782,C_Solo_Play_Box1,Costume Poporing Hairpin,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31783,C_Doram_Balloon,Costume Doram Balloon,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31784,C_Exa_Goat_Cap,Costume Experimental Goat Cap,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31785,C_Monster_Fish_Gill,Costume Monster Fish Gills,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31786,C_Red_Baby_Dragon,Costume Red Baby Dragon Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31788,C_Piamette_Roll_Hair_SV,Costume Piamette Doll Hair (Silver),Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31790,C_Blood_Grimoire_J,Costume Grimoire of Red Blood,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31791,C_Pig_Mask_J,Costume Money Pig Mask,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31792,C_Baryon_HeadPhone_TW,Costume Baryon Headphone,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31793,C_Feather_Of_Seraphim,Costume Seraphim's Feather,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31794,C_Puppy_Ears_Hat_Jp,Costume Dog Ear Cap,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31795,C_Elephangel_J,Costume Elephant Fairy,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31800,C_Br_Twin_Ribbon,Costume Brazil Twin Ribbon,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31801,C_Karada_Meguri_Tea_Hat,Costume Creative Convention Cap,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31802,C_Royal_Milk_Tea_Hat,Costume Creative Convention Chapeau,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31804,C_Flower_Hat,Costume Floral Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31806,C_Tw_Frog_Hat,Costume Blue Frog Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31807,C_Peacock_Feather,Costume Cyber Peacock,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31808,C_Red_PhD_Hat,Costume Academic Cap (Red),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31809,C_Red_Wizardry_Hat,Costume Pointy Hat (Red),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31810,C_Deep_Angel_Hairband,Costume Deep Angel Hairband,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31811,C_Thief_Hood,Costume Thief's Hood,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31812,C_Bulb_Hairband,Costume Light Bulb Hairband,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31813,C_Luna_On_Shoulder_J,Costume Lunatic On Shoulder,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31818,C_TopPlayer_TW,Costume Top Player,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31820,C_Golden_Baseball_Cap,Costume Golden Baseball Cap,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31821,C_Jeje_Cap,Costume Jeje Cap,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31822,C_Summer_Baseball_Cap,Costume Red Sun Baseball Cap,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31823,C_Nose_Glasses_J,Costume Nose Glasses,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31824,C_Mask_Of_Cat_J,Costume Monster Cat Mask,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31825,C_Tongue_Charm_J,Costume Devil's Tongue,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31826,C_Sunglass_Bear_Cap_J,Costume Choppy Bear Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31828,C_Maple_Falls_RdK,Costume Fallen Leaves Falling (Red),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31829,C_Love_China_CN,Costume I Love China,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31830,C_DragonKnight_Eyepatch,Costume Dragon Knight Eyepatch,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31835,C_2019_D10_Muffler_TW,Costume 10th October National Day Scarf,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31836,C_Aviator_Hat,Costume Aviator's Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31837,C_SharkHead_J,Costume Baby Shark Head,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31838,C_Golden_Wreath,Costume Asia Masters Gold Wreath,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31839,C_FluffyWing_J,Costume Urd Wings,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31842,C_Striking_hat,Costume Striking Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31843,C_Heavenly_Order,Costume Heavenly Order,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
31854,C_SnackParty_J,Costume Choco Chip Cookies,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31866,C_Braid_Headband_BU,Costume Braid Headband (Blue),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31867,C_Braid_Headband_RD,Costume Braid Headband (Red),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31868,C_Braid_Headband_YL,Costume Braid Headband (Yellow),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31869,C_Braid_Headband_GN,Costume Braid Headband (Green),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31870,C_Braid_Headband_BL,Costume Braid Headband (Black),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31871,C_Braid_Headband_WH,Costume Braid Headband (White),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31872,C_Braid_Headband_OM,Costume Braid Headband (Brown),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31873,C_Braid_Headband_PP,Costume Braid Headband (Purple),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31882,C_Choco_Stick_In_Mouth,Costume Choco Stick In Mouth,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31883,C_Nine_Tail_Fox_Hair_J,Costume Nine Tail Fox Hair,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31886,C_Pierced_Apple_E,Costume Pierced Apple Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31888,C_W_King_Tiger_Doll_Hat,Costume White Tiger Doll,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31889,C_Gemini_Crown,Costume Gemini Crown,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31890,C_Sagittarius_Diadem,Costume Sagittarius Diadem,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31891,C_Surpentarius_Crown,Costume Surpentarius Crown,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31892,C_Aquarius_Diadem,Costume Aquarius Diadem,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31893,C_Libra_Crown,Costume Libra Crown,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31894,C_Scorpio_Diadem,Costume Scorpio Diadem,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31895,C_Aries_Diadem,Costume Aries Diadem,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31896,C_Capricon_Crown,Costume Capricorn Crown,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31897,C_Pisces_Crown,Costume Pisces Crown,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31898,C_Sagittarius_Crown,Costume Sagittarius Crown,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31899,C_Freyja_Crown,Costume Freyja's Crown,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31900,C_Hair_Of_The_Strong_R,Costume Hair Of The Strong,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31901,C_White_Strong_Hair_R,Costume White Strong Hair,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31902,C_10_Type_Glasses,Costume Cool Shades,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31903,C_White_Snake,Costume White Snake,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31904,C_Para_Team_Hat100,Costume Snow Parade Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31908,C_Antler_Fedora,Costume Antler Fedora,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31909,C_711_Knit_Hat,Costume Seven-Eleven Knitted Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31910,C_Shaving_Cream,Costume Festive Santa Beard,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31912,C_Black_Veil_J,Costume Black Veil,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31913,C_Black_Feather,Costume Feathered Black Cap,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31917,C_2018_RTC_Cape4_TW_J,Costume Glory Flag (Red),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31918,C_Party_Recruiter_Hat,Costume Party Member Recruit Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31919,C_Friend_Recruiter_Hat,Costume Friend Recruit Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31920,C_Western_Grace,Costume Western Crace,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31925,C_Valentine_Hat_US,Costume Valentine Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31926,C_Aura_Quartz_REU,Costume Aura Quartz,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31928,C_Cylinder_Hairband,Costume Cylinder Hairband,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31929,C_Cryptura_Academy_Hat,Costume Smile School Cap,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31935,C_Baby_Dragon_Hat,Costume Baby Dragon Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31939,C_Carnation_Corolla,Costume Carnation Corolla,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31940,C_Earth_Godess_Mask,Costume flag mask,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31941,C_Super_Cell,Costume Storm Cell,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31942,C_Romance_Rose_J,Costume Pretty Rose,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31945,C_Golden_Angel_Band,Costume Golden Angel Hairband,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31946,C_Frantic_Looking,Costume Demon King's Eye,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31947,C_Sinister_Horn_Gear,Costume Dark Horn,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31948,C_Eyes_Of_Illusion,Costume Headband of Illusion's Eyes,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31949,C_Diabolus_Wing,Costume Diablos Wings,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31950,C_Nut_Cracker_JP,Costume Replica Nut Cracker,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31951,C_Happy_Cat_JP,Costume Happy Cat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31952,C_GatesofNetherWorld,Costume Gates of Netherworld,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31953,C_Cor_Core_Headset,Costume Core Headset,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31954,C_Vassalage_Necklace,Costume Vassalage Necklace,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31955,C_Angeling_1st,Costume 1st Angeling Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31956,C_Angeling_2nd,Costume 2nd Angeling Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31957,C_Cons_Of_Poison,Costume Cons of Poison,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31958,C_SantaPoring_Balloon,Costume Santa Poring Balloon,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31972,C_Purificatory_Mask,Costume Purificatory Mask,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
31980,aegis_31980,Costume Concentration Beret,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
32001,Diva_Spear,Diva Spear,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
32002,Mirage_Spear,Mirage Spear,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
32003,Sinister_Spear_J,Spear of Evil,Weapons,100,0,Item ID absent from System/itemInfo_true.lub
32007,Jirant_Spear,God Eater Dragon Spear,Weapons,130,1,Item ID absent from System/itemInfo_true.lub
32012,Metal_Stick_J,Metal Stick,Weapons,130,1,Item ID absent from System/itemInfo_true.lub
32014,Blut_Spear,Brute Spear,Weapons,100,0,Item ID absent from System/itemInfo_true.lub
32017,Variant_Spear,Abyss Spear,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
32028,Argen_Blanco_J,Argen Blanco,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
32029,Harve_J,Harvest,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
32030,Fortrage_J,Fortrage,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
32034,Comp_Undine_Spear_K,[Not For Sale] Aquatic Spear,Weapons,100,2,Item ID absent from System/itemInfo_true.lub
32105,Variant_Viollin,Abyss Violin,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
32106,Variant_Blade_Whip,Abyss Blade Whip,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
32112,Black_Circle_J,Black Circle,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
32113,Antique_Cello_J,Antique Cello,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
32117,Dark_Illu_Guitar_TH,Dark Illusion Guitar,Weapons,100,2,Item ID absent from System/itemInfo_true.lub
32203,Accelerator_Chip,Accelerator Chip,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32204,Immortal_Dog_Tag,Immortal Dog Tag,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32206,Prta_Mil_Glove,Prontera Militia Glove,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32219,Astraea_Ring,Asteria's Ring,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32222,Brooch_Of_Hero,Brooch of Hero,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32227,Fenrir_Chain,Fenrir Chain,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32234,UnrivaledRing,Unrivaled Ring,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32242,Old_DetachmentsRing_J,Old Detachment Ring,Accessories,100,0,Item ID absent from System/itemInfo_true.lub
32243,Star_Force_Ring_TW,Magic Star Ring,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32245,RingOfThought_TW,Thought Ring,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32246,Main_Memory_JP,Main Memory,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32258,RingofJupiter,Ring of Jupiter,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32259,CannonConverter_TW,Cannon Modifier,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32262,Ball_Of_RasenHuuma,Rasen Fuma's Orb,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32263,Shield_Ring,Shield Ring,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32265,Tip_Of_Thief_Vol2,Thief's Guide Vol.2,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32278,Sealed_Ring_TW,Frozen Ring,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32285,Record_Mage_TW,Record of Destroy (Mage),Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32286,Record_Merchant_TW,Record of Destroy (Merchant),Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32287,Record_Thief_TW,Record of Destroy (Thief),Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32288,Record_Acol_TW,Record of Destroy (Acolyte),Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32296,Crystal_Blade_Necklace_,Crystal Blade Necklace,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
32300,Variant_Handgun,Abyss Hand Gun,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
32354,Farthezan_J,Farthezan,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
32355,Estal_J,Estal,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
32358,Comp_Sword_Of_Bluefire,[Not For Sale] Red Lotus Sword,Weapons,100,2,Item ID absent from System/itemInfo_true.lub
32404,Engine_Pilebuncker_J,Engine pile bunker,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
32405,Coolant_Injection_J,Coolant Injection,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
32406,Gene_Rod_J,Gene Rod,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
32407,Lucis_Flail_J,Lucis Flail,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
32408,Bright_Mace_J,Bright Mace,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
400047,Runaway_Accelerator,Runaway Accelerator,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400048,Gift_of_Panagia,Gift of Panagia,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400050,Gothic_Skull_Ribbon,Gothic Skull Ribbon,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400051,Golden_Violet,Golden Violet,Headgear,130,0,Item ID absent from System/itemInfo_true.lub
400052,Duel_Dragon_Hat,Duel Dragon Hat,Headgear,130,1,Item ID absent from System/itemInfo_true.lub
400060,Freyja_Crown_J,Shiny Kitty Crown,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
400075,Astraea_Helm_TW,Asteria's Helm,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400077,Cat_Shampoo_Hat,Splash Cat Hat,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
400080,C_Kriemhild_Crown_TW,Costume Kriemhild Crown,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400081,C_2020RTC_Imp_TW,Costume 2020RTC Naughty Ghost,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400082,2020RTC_Imp_TW,2020RTC Naughty Ghost,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400083,2020maypay_01,The Truth of Creation and Soul,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400084,2020maypay_02,Genlin Heirs,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400085,2020maypay_03,Elite Force Cap,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400086,2020maypay_04,The Meow Family's Paycheck,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400087,2020maypay_05,Potential to Inspire Adventure Cap,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400088,2020RTC_01,2020RTC Gold Naughty Ghost,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400089,2020RTC_02,2020RTC Silver Naughty Ghost,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400090,2020RTC_03,2020RTC Bronze Naughty Ghost,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400091,C_Gray_Helmet,Costume Gray Helmet,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400092,C_L_Magestic_Goat2,Costume Luxurious Horns,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400093,C_18y_Hat_TW,Costume Ragnarok 18th Anniversary Headwear,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400101,GatesofNetherworld,Gate of Netherworld,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
400103,Fletus_Tiara_MT,Costume Phoenix Crown,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400104,Fletus_Tiara_BO,Odin Mask (Middle),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400114,Victory_Ear_JP_,Victory Wing Ear,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400126,C_CAPOORING_TW,Costume Capooring,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400129,C_Puriku_Cap,Costume Puriku Cap,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400131,C_Diadem_Of_Bruenhild,Costume Diadem of Brunhild,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400132,C_Afro_Wig_J,Costume Afro Hair Wig,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400133,C_Para_Team_Hat160,Costume Aurora Parade Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400136,C_Ancient_Gold_Deco_TW,Costume Ancient Gold Deco,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400143,C_Asgard_Circlet_TW,Costume Crimson Valkyrie Circlet,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400144,C_Glory_Symbol_TW,Costume Glory Symbol,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400158,C_Demon_Crown,Costume Demon Crown,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400159,C_Bridal_Heir_Band_TW,Costume Bridal Heir Band,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400161,C_Hat_0f_King,Costume Hat of King,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400162,C_Red_Navy_Hat,Costume Red Navy Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400165,C_Green_Apple_Hat_J,Costume Green Apple Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400166,C_Egir_Helm,Costume Aegir Helm,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400167,C_Mosquito_Coil,Costume Mosquito Coil,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400168,C_Souvenirs_Of_Izlude,Costume Souvenirs Of Izlude,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400169,C_Fish_Pin,Costume Fish Pin,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400170,C_Jaty_C,Costume Jaty,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400171,C_Angel_feather,Costume Angel feather,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400172,C_Ati_Atihan_Hat_V,Costume Atihan Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400173,C_Fancy_Phantom_Mask_V,Costume Fancy Phantom Mask (Middle),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400175,C_Campfire_Hat,Costume Camp Fire Cap,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400177,Fafnir_Helm,Fafnir Helm,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400183,C_Rabbit_Earplug_V,Costume Rabbit Earmuffs (Head),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400184,C_Hill_Wind_Mask_V,Costume Hill Wind Head (Upper),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400186,C_Snake_Head,Costume Snake Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400187,Purple_Cat_Ears_Beret,Cat Ears Beret,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400194,NostalgiaCherryBlossom,Nostalgia Cherry Blossom,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400195,C_Pizza_Hat_J,Costume Pepperoni Pizza,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400196,C_Autumnal_Flavor_J,Costume Autumn Flavor(Upper),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400203,Wolf_Officer_Hat,Wolf Officer Hat,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
400205,C_Bun_Twin_Tail_BU,Costume Odango Twintails (Blue),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400206,C_Bun_Twin_Tail_RD,Costume Odango Twintails (Red),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400207,C_Bun_Twin_Tail_YL,Costume Odango Twintails (Yellow),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400208,C_Bun_Twin_Tail_GN,Costume Odango Twintails (Green),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
400209,C_Bun_Twin_Tail_BL,Costume Odango Twintails (Black),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
