Tier,Job Family,Pool Code,Slot,Item ID,AegisName,English Name,Jobs Field,Classes Field
third,Guillotine Cross,T03,Shadow shoes,24544,S_Slash_Shoes,Slash Shadow Shoes,Assassin,"All_Third, Fourth"
third,Guillotine Cross,T03,Shadow pendant,24540,S_Katar_Pendant,Katar Shadow Pendant,Assassin,"All_Third, Fourth"
third,Guillotine Cross,T03,Shadow pendant,24546,S_Ripper_Pendant,Ripper Slasher Shadow Pendant,Assassin,"All_Third, Fourth"
third,Guillotine Cross,T03,Shadow earring,24541,S_Katar_Earing,Katar Shadow Earring,Assassin,"All_Third, Fourth"
third,Guillotine Cross,T03,Shadow earring,24547,S_Ripper_Earing,Ripper Slasher Shadow Earring,Assassin,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24295,S_Shadowchaser_Weapon,Shadow Chaser Shadow Weapon,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24308,S_Shadowchaser_Shield,Shadow Chaser Shadow Shield,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24524,S_Triangle_Armor,Triangle Shadow Armor,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24525,S_Triangle_Shield,Triangle Shadow Shield,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24526,S_Triangle_Shoes,Triangle Shadow Shoes,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24527,S_Shadowspell_Weapon,Shadowspell Shadow Weapon,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24528,S_Shadowspell_Pendant,Shadowspell Shadow Pendant,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24529,S_Shadowspell_Earing,Shadowspell Shadow Earring,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24530,S_Menace_Armor,Menace Shadow Armor,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24531,S_Menace_Shield,Menace Shadow Shield,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24532,S_Menace_Shoes,Menace Shadow Shoes,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24533,S_Paint_Weapon,Paint Shadow Weapon,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24534,S_Paint_Pendant,Paint Shadow Pendant,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Any slot,24535,S_Paint_Earing,Paint Shadow Earring,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow weapon,24295,S_Shadowchaser_Weapon,Shadow Chaser Shadow Weapon,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow weapon,24527,S_Shadowspell_Weapon,Shadowspell Shadow Weapon,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow weapon,24533,S_Paint_Weapon,Paint Shadow Weapon,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow shield,24308,S_Shadowchaser_Shield,Shadow Chaser Shadow Shield,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow shield,24525,S_Triangle_Shield,Triangle Shadow Shield,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow shield,24531,S_Menace_Shield,Menace Shadow Shield,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow armor,24524,S_Triangle_Armor,Triangle Shadow Armor,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow armor,24530,S_Menace_Armor,Menace Shadow Armor,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow shoes,24526,S_Triangle_Shoes,Triangle Shadow Shoes,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow shoes,24532,S_Menace_Shoes,Menace Shadow Shoes,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow pendant,24528,S_Shadowspell_Pendant,Shadowspell Shadow Pendant,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow pendant,24534,S_Paint_Pendant,Paint Shadow Pendant,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow earring,24529,S_Shadowspell_Earing,Shadowspell Shadow Earring,Rogue,"All_Third, Fourth"
third,Shadow Chaser,T04,Shadow earring,24535,S_Paint_Earing,Paint Shadow Earring,Rogue,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24292,S_Archbishop_Weapon,Arch Bishop Shadow Weapon,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24305,S_Archbishop_Shield,Archbishop Shadow Shield,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24488,S_Duplelight_Armor,Duplex Shadow Armor,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24489,S_Duplelight_Shield,Duplex Shadow Shield,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24490,S_Duplelight_Shoes,Duplex Shadow Shoes,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24491,S_Adoramus_Weapon,Adora Shadow Weapon,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24492,S_Adoramus_Pendant,Adora Shadow Pendant,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24493,S_Adoramus_Earing,Adora Shadow Earring,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24494,S_Judex_Armor,Judex Shadow Armor,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24495,S_Judex_Shield,Judex Shadow Shield,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24496,S_Judex_Shoes,Judex Shadow Shoes,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24497,S_Magnus_Weapon,Magnus Shadow Weapon,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24498,S_Magnus_Pendant,Magnus Shadow Pendant,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Any slot,24499,S_Magnus_Earing,Magnus Shadow Earring,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow weapon,24292,S_Archbishop_Weapon,Arch Bishop Shadow Weapon,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow weapon,24491,S_Adoramus_Weapon,Adora Shadow Weapon,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow weapon,24497,S_Magnus_Weapon,Magnus Shadow Weapon,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow shield,24305,S_Archbishop_Shield,Archbishop Shadow Shield,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow shield,24489,S_Duplelight_Shield,Duplex Shadow Shield,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow shield,24495,S_Judex_Shield,Judex Shadow Shield,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow armor,24488,S_Duplelight_Armor,Duplex Shadow Armor,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow armor,24494,S_Judex_Armor,Judex Shadow Armor,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow shoes,24490,S_Duplelight_Shoes,Duplex Shadow Shoes,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow shoes,24496,S_Judex_Shoes,Judex Shadow Shoes,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow pendant,24492,S_Adoramus_Pendant,Adora Shadow Pendant,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow pendant,24498,S_Magnus_Pendant,Magnus Shadow Pendant,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow earring,24493,S_Adoramus_Earing,Adora Shadow Earring,Priest,"All_Third, Fourth"
third,Arch Bishop,T05,Shadow earring,24499,S_Magnus_Earing,Magnus Shadow Earring,Priest,"All_Third, Fourth"
third,Sura,T06,Any slot,24293,S_Sura_weapon,Sura Shadow Weapon,Monk,"All_Third, Fourth"
third,Sura,T06,Any slot,24306,S_Sura_Shield,Sura Shadow Shield,Monk,"All_Third, Fourth"
third,Sura,T06,Any slot,24476,S_Rampage_Armor,Rampage Shadow Armor,Monk,"All_Third, Fourth"
third,Sura,T06,Any slot,24477,S_Rampage_Shield,Rampage Shadow Shield,Monk,"All_Third, Fourth"
third,Sura,T06,Any slot,24478,S_Rampage_Shoes,Rampage Shadow Shoes,Monk,"All_Third, Fourth"
third,Sura,T06,Any slot,24479,S_Skynetblow_Weapon,Sky Blow Shadow Weapon,Monk,"All_Third, Fourth"
third,Sura,T06,Any slot,24480,S_Skynetblow_Pendant,Sky Blow Shadow Pendant,Monk,"All_Third, Fourth"
third,Sura,T06,Any slot,24481,S_Skynetblow_Earing,Sky Net Blow Shadow Earring,Monk,"All_Third, Fourth"
third,Sura,T06,Any slot,24482,S_Knucklearrow_Armor,Knuckle Shadow Armor,Monk,"All_Third, Fourth"
third,Sura,T06,Any slot,24483,S_Knucklearrow_Shield,Knuckle Shadow Shield,Monk,"All_Third, Fourth"
third,Sura,T06,Any slot,24484,S_Knucklearrow_Shoes,Knuckle Shadow Shoes,Monk,"All_Third, Fourth"
third,Sura,T06,Any slot,24485,S_TigerCannon_Weapon,Tiger Shadow Weapon,Monk,"All_Third, Fourth"
third,Sura,T06,Any slot,24486,S_Tigercannon_Pendant,Tiger Shadow Pendant,Monk,"All_Third, Fourth"
third,Sura,T06,Any slot,24487,S_Tigercannon_Earing,Tiger Shadow Earring,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow weapon,24293,S_Sura_weapon,Sura Shadow Weapon,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow weapon,24479,S_Skynetblow_Weapon,Sky Blow Shadow Weapon,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow weapon,24485,S_TigerCannon_Weapon,Tiger Shadow Weapon,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow shield,24306,S_Sura_Shield,Sura Shadow Shield,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow shield,24477,S_Rampage_Shield,Rampage Shadow Shield,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow shield,24483,S_Knucklearrow_Shield,Knuckle Shadow Shield,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow armor,24476,S_Rampage_Armor,Rampage Shadow Armor,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow armor,24482,S_Knucklearrow_Armor,Knuckle Shadow Armor,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow shoes,24478,S_Rampage_Shoes,Rampage Shadow Shoes,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow shoes,24484,S_Knucklearrow_Shoes,Knuckle Shadow Shoes,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow pendant,24480,S_Skynetblow_Pendant,Sky Blow Shadow Pendant,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow pendant,24486,S_Tigercannon_Pendant,Tiger Shadow Pendant,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow earring,24481,S_Skynetblow_Earing,Sky Net Blow Shadow Earring,Monk,"All_Third, Fourth"
third,Sura,T06,Shadow earring,24487,S_Tigercannon_Earing,Tiger Shadow Earring,Monk,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24290,S_Mechanic_weapon,Mechanic Shadow Weapon,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24303,S_Mechanic_Shield,Mechanic Shadow Shield,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24464,S_Tornado_Armor,Tornado Shadow Armor,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24465,S_Tornado_Shield,Tornado Shadow Shield,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24466,S_Tornado_Shoes,Tornado Shadow Shoes,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24467,S_Boomerang_Weapon,Boomerang Shadow Weapon,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24468,S_Boomerang_Pendant,Boomerang Shadow Pendant,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24469,S_Boomerang_Earing,Boomerang Shadow Earring,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24470,S_Vulcan_Armor,Vulcan Shadow Armor,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24471,S_Vulcan_Shield,Vulcan Shadow Shield,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24472,S_Vulcan_Shoes,Vulcan Shadow Shoes,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24473,S_Arms_Weapon,Arm Shadow Weapon,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24474,S_Arms_Pendant,Arm Shadow Pendant,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Any slot,24475,S_Arms_Earing,Arm Shadow Earring,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow weapon,24290,S_Mechanic_weapon,Mechanic Shadow Weapon,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow weapon,24467,S_Boomerang_Weapon,Boomerang Shadow Weapon,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow weapon,24473,S_Arms_Weapon,Arm Shadow Weapon,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow shield,24303,S_Mechanic_Shield,Mechanic Shadow Shield,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow shield,24465,S_Tornado_Shield,Tornado Shadow Shield,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow shield,24471,S_Vulcan_Shield,Vulcan Shadow Shield,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow armor,24464,S_Tornado_Armor,Tornado Shadow Armor,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow armor,24470,S_Vulcan_Armor,Vulcan Shadow Armor,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow shoes,24466,S_Tornado_Shoes,Tornado Shadow Shoes,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow shoes,24472,S_Vulcan_Shoes,Vulcan Shadow Shoes,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow pendant,24468,S_Boomerang_Pendant,Boomerang Shadow Pendant,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow pendant,24474,S_Arms_Pendant,Arm Shadow Pendant,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow earring,24469,S_Boomerang_Earing,Boomerang Shadow Earring,Blacksmith,"All_Third, Fourth"
third,Mechanic,T07,Shadow earring,24475,S_Arms_Earing,Arm Shadow Earring,Blacksmith,"All_Third, Fourth"
third,Genetic,T08,Any slot,24291,S_Genetic_Weapon,Genetic Shadow Weapon,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Any slot,24304,S_Genetic_Shield,Genetic Shadow Shield,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Any slot,24560,S_Cart_Tornado_Armor,Tornado Shadow Armor,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Any slot,24561,S_Cart_Tornado_Shield,Tornado Shadow Shield,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Any slot,24562,S_Cart_Tornado_Shoes,Tornado Shadow Shoes,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Any slot,24563,S_Cannon_Cart_Weapon,Cannon Cart Shadow Weapon,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Any slot,24564,S_Cannon_Cart_Pendant,Cannon Cart Shadow Pendant,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Any slot,24565,S_Cannon_Cart_Earing,Cannon Cart Shadow Earring,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Any slot,24566,S_Spore_Bomb_Armor,Spore Bomb Shadow Armor,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Any slot,24567,S_Spore_Bomb_Shield,Spore Bomb Shadow Shield,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Any slot,24568,S_Spore_Bomb_Shoes,Spore Bomb Shadow Shoes,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Any slot,24569,S_Crazy_Weapon,Crazy Shadow Weapon,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Any slot,24570,S_Crazy_Pendant,Crazy Shadow Pendant,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Any slot,24571,S_Crazy_Earing,Crazy Shadow Earring,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow weapon,24291,S_Genetic_Weapon,Genetic Shadow Weapon,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow weapon,24563,S_Cannon_Cart_Weapon,Cannon Cart Shadow Weapon,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow weapon,24569,S_Crazy_Weapon,Crazy Shadow Weapon,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow shield,24304,S_Genetic_Shield,Genetic Shadow Shield,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow shield,24561,S_Cart_Tornado_Shield,Tornado Shadow Shield,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow shield,24567,S_Spore_Bomb_Shield,Spore Bomb Shadow Shield,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow armor,24560,S_Cart_Tornado_Armor,Tornado Shadow Armor,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow armor,24566,S_Spore_Bomb_Armor,Spore Bomb Shadow Armor,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow shoes,24562,S_Cart_Tornado_Shoes,Tornado Shadow Shoes,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow shoes,24568,S_Spore_Bomb_Shoes,Spore Bomb Shadow Shoes,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow pendant,24564,S_Cannon_Cart_Pendant,Cannon Cart Shadow Pendant,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow pendant,24570,S_Crazy_Pendant,Crazy Shadow Pendant,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow earring,24565,S_Cannon_Cart_Earing,Cannon Cart Shadow Earring,Alchemist,"All_Third, Fourth"
third,Genetic,T08,Shadow earring,24571,S_Crazy_Earing,Crazy Shadow Earring,Alchemist,"All_Third, Fourth"
third,Ranger,T09,Any slot,24298,S_Ranger_Weapon,Ranger Shadow Weapon,Hunter,"All_Third, Fourth"
third,Ranger,T09,Any slot,24311,S_Ranger_Shield,Ranger Shadow Shield,Hunter,"All_Third, Fourth"
third,Ranger,T09,Any slot,24452,S_Cluster_Armor,Cluster Shadow Armor,Hunter,"All_Third, Fourth"
third,Ranger,T09,Any slot,24453,S_Cluster_Shield,Cluster Shadow Shield,Hunter,"All_Third, Fourth"
third,Ranger,T09,Any slot,24454,S_Cluster_Shoes,Cluster Shadow Shoes,Hunter,"All_Third, Fourth"
third,Ranger,T09,Any slot,24455,S_Aimed_Weapon,Aimed Shadow Weapon,Hunter,"All_Third, Fourth"
third,Ranger,T09,Any slot,24456,S_Aimed_Pendant,Aimed Shadow Pendant,Hunter,"All_Third, Fourth"
third,Ranger,T09,Any slot,24457,S_Aimed_Earing,Aimed Shadow Earring,Hunter,"All_Third, Fourth"
third,Ranger,T09,Any slot,24458,S_Arrow_Armor,Arrow Shadow Armor,Hunter,"All_Third, Fourth"
third,Ranger,T09,Any slot,24459,S_Arrow_Shield,Arrow Shadow Shield,Hunter,"All_Third, Fourth"
third,Ranger,T09,Any slot,24460,S_Arrow_Shoes,Arrow Shadow Shoes,Hunter,"All_Third, Fourth"
third,Ranger,T09,Any slot,24461,S_Shooting_Weapon,Shooting Shadow Weapon,Hunter,"All_Third, Fourth"
third,Ranger,T09,Any slot,24462,S_Shooting_Pendant,Shooting Shadow Pendant,Hunter,"All_Third, Fourth"
third,Ranger,T09,Any slot,24463,S_Shooting_Earing,Shooting Shadow Earring,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow weapon,24298,S_Ranger_Weapon,Ranger Shadow Weapon,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow weapon,24455,S_Aimed_Weapon,Aimed Shadow Weapon,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow weapon,24461,S_Shooting_Weapon,Shooting Shadow Weapon,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow shield,24311,S_Ranger_Shield,Ranger Shadow Shield,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow shield,24453,S_Cluster_Shield,Cluster Shadow Shield,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow shield,24459,S_Arrow_Shield,Arrow Shadow Shield,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow armor,24452,S_Cluster_Armor,Cluster Shadow Armor,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow armor,24458,S_Arrow_Armor,Arrow Shadow Armor,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow shoes,24454,S_Cluster_Shoes,Cluster Shadow Shoes,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow shoes,24460,S_Arrow_Shoes,Arrow Shadow Shoes,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow pendant,24456,S_Aimed_Pendant,Aimed Shadow Pendant,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow pendant,24462,S_Shooting_Pendant,Shooting Shadow Pendant,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow earring,24457,S_Aimed_Earing,Aimed Shadow Earring,Hunter,"All_Third, Fourth"
third,Ranger,T09,Shadow earring,24463,S_Shooting_Earing,Shooting Shadow Earring,Hunter,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24299,S_Minstrel_Weapon,Maestro Shadow Weapon,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24300,S_Wanderer_Weapon,Wanderer Shadow Weapon,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24312,S_Minstrel_Shield,Minstrel Shadow Shield,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24313,S_Wanderer_Shield,Wanderer Shadow Shield,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24500,S_Rainstorm_Armor,Rainstorm Shadow Armor,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24501,S_Rainstorm_Shield,Rainstorm Shadow Shield,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24502,S_Rainstorm_Shoes,Rainstorm Shadow Shoes,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24503,S_Arrowvulcan_Weapon,Arrow Vulcan Shadow Weapon,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24504,S_Arrowvulcan_Pendant,Arrow Vulcan Shadow Pendant,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24505,S_Arrowvulcan_Earing,Arrow Vulcan Shadow Earring,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24506,S_Metalic_Armor,Metallic Shadow Armor,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24507,S_Metalic_Shield,Metallic Shadow Shield,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24508,S_Metalic_Shoes,Metallic Shadow Shoes,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24509,S_Reverberation_Weapon,Vibrating Shadow Weapon,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24510,S_Reverberation_Pendant,Vibration Shadow Pendant,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Any slot,24511,S_Reverberation_Earing,Vibration Shadow Earring,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow weapon,24299,S_Minstrel_Weapon,Maestro Shadow Weapon,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow weapon,24300,S_Wanderer_Weapon,Wanderer Shadow Weapon,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow weapon,24503,S_Arrowvulcan_Weapon,Arrow Vulcan Shadow Weapon,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow weapon,24509,S_Reverberation_Weapon,Vibrating Shadow Weapon,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow shield,24312,S_Minstrel_Shield,Minstrel Shadow Shield,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow shield,24313,S_Wanderer_Shield,Wanderer Shadow Shield,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow shield,24501,S_Rainstorm_Shield,Rainstorm Shadow Shield,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow shield,24507,S_Metalic_Shield,Metallic Shadow Shield,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow armor,24500,S_Rainstorm_Armor,Rainstorm Shadow Armor,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow armor,24506,S_Metalic_Armor,Metallic Shadow Armor,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow shoes,24502,S_Rainstorm_Shoes,Rainstorm Shadow Shoes,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow shoes,24508,S_Metalic_Shoes,Metallic Shadow Shoes,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow pendant,24504,S_Arrowvulcan_Pendant,Arrow Vulcan Shadow Pendant,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow pendant,24510,S_Reverberation_Pendant,Vibration Shadow Pendant,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow earring,24505,S_Arrowvulcan_Earing,Arrow Vulcan Shadow Earring,BardDancer,"All_Third, Fourth"
third,Minstrel / Wanderer,T10,Shadow earring,24511,S_Reverberation_Earing,Vibration Shadow Earring,BardDancer,"All_Third, Fourth"
third,Warlock,T11,Any slot,24296,S_Warlock_Weapon,Warlock Shadow Weapon,Wizard,"All_Third, Fourth"
third,Warlock,T11,Any slot,24309,S_Warlock_Shield,Warlock Shadow Shield,Wizard,"All_Third, Fourth"
third,Warlock,T11,Any slot,24512,S_Jack_Armor,Jack Shadow Armor,Wizard,"All_Third, Fourth"
third,Warlock,T11,Any slot,24513,S_Jack_Shield,Jack Shadow Shield,Wizard,"All_Third, Fourth"
third,Warlock,T11,Any slot,24514,S_Jack_Shoes,Jack Shadow Shoes,Wizard,"All_Third, Fourth"
third,Warlock,T11,Any slot,24515,S_Strain_Weapon,Strain Shadow Weapon,Wizard,"All_Third, Fourth"
third,Warlock,T11,Any slot,24516,S_Strain_Pendant,Strain Shadow Pendant,Wizard,"All_Third, Fourth"
third,Warlock,T11,Any slot,24517,S_Strain_Earing,Strain Shadow Earring,Wizard,"All_Third, Fourth"
third,Warlock,T11,Any slot,24518,S_Crimson_Armor,Crimson Shadow Armor,Wizard,"All_Third, Fourth"
third,Warlock,T11,Any slot,24519,S_Crimson_Shield,Crimson Shadow Shield,Wizard,"All_Third, Fourth"
third,Warlock,T11,Any slot,24520,S_Crimson_Shoes,Crimson Shadow Shoes,Wizard,"All_Third, Fourth"
third,Warlock,T11,Any slot,24521,S_Chain_Weapon,Chain Shadow Weapon,Wizard,"All_Third, Fourth"
third,Warlock,T11,Any slot,24522,S_Chain_Pendant,Chain Shadow Pendant,Wizard,"All_Third, Fourth"
