Item ID,AegisName,Server English Name,Category,EquipLevelMin,Slots,Client Display Name,Client Resource Name,NPC Route,Price
24842,S_AG_Earring,M. Arch Mage Shadow Earring,Shadow Gear,200,0,M.아크 메이지 이어링 쉐도우,BK_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24843,S_AG_Pendant,M. Arch Mage Shadow Pendant,Shadow Gear,200,0,M.아크 메이지 펜던트 쉐도우,BK_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24844,S_EM_Armor,M. Elemental Master Shadow Armor,Shadow Gear,200,0,M.엘레멘탈 마스터 아머 쉐도우,BK_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24845,S_EM_Shoes,M. Elemental Master Shadow Shoes,Shadow Gear,200,0,M.엘레멘탈 마스터 슈즈 쉐도우,BK_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24846,S_EM_Earring,M. Elemental Master Shadow Earring,Shadow Gear,200,0,M.엘레멘탈 마스터 이어링 쉐도우,BK_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24847,S_EM_Pendant,M. Elemental Master Shadow Pendant,Shadow Gear,200,0,M.엘레멘탈 마스터 펜던트 쉐도우,BK_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24848,S_NW_Armor,M. Night Watch Shadow Armor,Shadow Gear,200,0,M.나이트 워치 아머 쉐도우,BK_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24849,S_NW_Shoes,M. Night Watch Shadow Shoes,Shadow Gear,200,0,M.나이트 워치 슈즈 쉐도우,BK_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24850,S_NW_Earring,M. Night Watch Shadow Earring,Shadow Gear,200,0,M.나이트 워치 이어링 쉐도우,BK_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24851,S_NW_Pendant,M. Night Watch Shadow Pendant,Shadow Gear,200,0,M.나이트 워치 펜던트 쉐도우,BK_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24852,S_SH_Armor,M. Spirit Handler Shadow Armor,Shadow Gear,200,0,M.혼령사 아머 쉐도우,BK_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24853,S_SH_Shoes,M. Spirit Handler Shadow Shoes,Shadow Gear,200,0,M.혼령사 슈즈 쉐도우,BK_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24854,S_SH_Earring,M. Spirit Handler Shadow Earring,Shadow Gear,200,0,M.혼령사 이어링 쉐도우,BK_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24855,S_SH_Pendant,M. Spirit Handler Shadow Pendant,Shadow Gear,200,0,M.혼령사 펜던트 쉐도우,BK_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24856,S_SS_Armor,M. Shinkiro & Shiranui Shadow Armor,Shadow Gear,200,0,M.신키로&시라누이 아머 쉐도우,BK_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24857,S_SS_Shoes,M. Shinkiro & Shiranui Shadow Shoes,Shadow Gear,200,0,M.신키로&시라누이 슈즈 쉐도우,BK_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24858,S_SS_Earring,M. Shinkiro & Shiranui Shadow Earring,Shadow Gear,200,0,M.신키로&시라누이 이어링 쉐도우,BK_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24859,S_SS_Pendant,M. Shinkiro & Shiranui Shadow Pendant,Shadow Gear,200,0,M.신키로&시라누이 펜던트 쉐도우,BK_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24860,S_SKE_Armor,M. Sky Emperor Shadow Armor,Shadow Gear,200,0,M.천제 아머 쉐도우,BK_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24861,S_SKE_Shoes,M. Sky Emperor Shadow Shoes,Shadow Gear,200,0,M.천제 슈즈 쉐도우,BK_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24862,S_SKE_Earring,M. Sky Emperor Shadow Earring,Shadow Gear,200,0,M.천제 이어링 쉐도우,BK_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24863,S_SKE_Pendant,M. Sky Emperor Shadow Pendant,Shadow Gear,200,0,M.천제 펜던트 쉐도우,BK_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24864,S_SOA_Armor,M. Soul Ascetic Shadow Armor,Shadow Gear,200,0,M.영도사 아머 쉐도우,BK_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24865,S_SOA_Shoes,M. Soul Ascetic Shadow Shoes,Shadow Gear,200,0,M.영도사 슈즈 쉐도우,BK_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24866,S_SOA_Earring,M. Soul Ascetic Shadow Earring,Shadow Gear,200,0,M.영도사 이어링 쉐도우,BK_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24867,S_SOA_Pendant,M. Soul Ascetic Shadow Pendant,Shadow Gear,200,0,M.영도사 펜던트 쉐도우,BK_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24868,S_HN_Armor,M. Hyper Novice Shadow Armor,Shadow Gear,200,0,M.하이퍼 노비스 아머 쉐도우,BK_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24869,S_HN_Shoes,M. Hyper Novice Shadow Shoes,Shadow Gear,200,0,M.하이퍼 노비스 슈즈 쉐도우,BK_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24870,S_HN_Earring,M. Hyper Novice Shadow Earring,Shadow Gear,200,0,M.하이퍼 노비스 이어링 쉐도우,BK_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24871,S_HN_Pendant,M. Hyper Novice Shadow Pendant,Shadow Gear,200,0,M.하이퍼 노비스 펜던트 쉐도우,BK_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24872,S_Full_Power_Armor,Full Power Shadow Armor,Shadow Gear,200,0,풀 파워 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24873,S_Full_Power_Shoes,Full Power Shadow Shoes,Shadow Gear,200,0,풀 파워 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24874,S_Full_Rate_Armor,Full Rate Shadow Armor,Shadow Gear,200,0,풀 레이트 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24875,S_Full_Rate_Shoes,Full Rate Shadow Shoes,Shadow Gear,200,0,풀 레이트 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24876,S_Focusing_Pendant,Focusing Shadow Pendant,Shadow Gear,200,0,포커싱 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24877,S_Focusing_Earring,Focusing Shadow Earring,Shadow Gear,200,0,포커싱 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24878,S_Stout_Pendant,Stout Shadow Pendant,Shadow Gear,200,0,스타우트 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24879,S_Stout_Earring,Stout Shadow Earring,Shadow Gear,200,0,스타우트 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24883,S_Full_Spell_Armor,Full Spell Shadow Armor,Shadow Gear,200,0,풀 스펠 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24884,S_Full_Spell_Shoes,Full Spell Shadow Shoes,Shadow Gear,200,0,풀 스펠 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24885,S_Centering_Pendant,Centering Shadow Pendant,Shadow Gear,200,0,센터링 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24886,S_Centering_Earring,Centering Shadow Earring,Shadow Gear,200,0,센터링 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24887,S_Witty_Pendant,Witty Shadow Pendant,Shadow Gear,200,0,위티 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24888,S_Witty_Earring,Witty Shadow Earring,Shadow Gear,200,0,위티 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24906,S_SHC_EC_Earring,Eternal Cross Shadow Earring,Shadow Gear,200,0,이터널 크로스 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24907,S_SHC_EC_Pendant,Eternal Cross Shadow Pendant,Shadow Gear,200,0,이터널 크로스 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24908,S_SHC_SI_Armor,Savage Shadow Armor,Shadow Gear,200,0,세비지 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24909,S_SHC_SI_Shoes,Savage Shadow Shoes,Shadow Gear,200,0,세비지 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24910,S_WH_GS_Earring,Gale Shadow Earring,Shadow Gear,200,0,가일 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24911,S_WH_GS_Pendant,Gale Shadow Pendant,Shadow Gear,200,0,가일 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24912,S_WH_CB_Armor,Crescive Shadow Armor,Shadow Gear,200,0,크레시브 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24913,S_WH_CB_Shoes,Crescive Shadow Shoes,Shadow Gear,200,0,크레시브 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24914,S_SS_SR_Earring,Red Thunder Cannon Shadow Earring,Shadow Gear,200,0,적뢰포 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24915,S_SS_SR_Pendant,Red Thunder Cannon Shadow Pendant,Shadow Gear,200,0,적뢰포 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24916,S_SS_KR_Armor,Golden Blooded Cannon Shadow Armor,Shadow Gear,200,0,금혈포 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24917,S_SS_KR_Shoes,Golden Blooded Cannon Shadow Shoes,Shadow Gear,200,0,금혈포 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24918,S_DK_SS_Earring,Storm Servant Shadow Earring,Shadow Gear,200,0,스톰 서번트 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24919,S_DK_SS_Pendant,Storm Servant Shadow Pendant,Shadow Gear,200,0,스톰 서번트 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24920,S_DK_HS_Armor,Hack Slasher Shadow Armor,Shadow Gear,200,0,핵 슬래셔 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24921,S_DK_HS_Shoes,Hack Slasher Shadow Shoes,Shadow Gear,200,0,핵 슬래셔 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24922,S_TR_RW_Earring,Rhythmical Shadow Earring,Shadow Gear,200,0,리드미컬 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24923,S_TR_RW_Pendant,Rhythmical Shadow Pendant,Shadow Gear,200,0,리드미컬 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24924,S_TR_MF_Armor,Metallic Fury Shadow Armor,Shadow Gear,200,0,메탈릭 퓨리 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24925,S_TR_MF_Shoes,Metallic Fury Shadow Shoes,Shadow Gear,200,0,메탈릭 퓨리 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24926,S_NW_SO_Earring,Spiral One Shadow Earring,Shadow Gear,200,0,스파이럴 원 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24927,S_NW_SO_Pendant,Spiral One Shadow Pendant,Shadow Gear,200,0,스파이럴 원 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24928,S_NW_WB_Armor,Wild Bullet Shadow Armor,Shadow Gear,200,0,와일드 블릿 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24929,S_NW_WB_Shoes,Wild Bullet Shadow Shoes,Shadow Gear,200,0,와일드 블릿 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24936,S_MT_MS_Earring,Mighty Stomp Shadow Earring,Shadow Gear,200,0,마이티 스톰프 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24937,S_MT_MS_Pendant,Mighty Stomp Shadow Pendant,Shadow Gear,200,0,마이티 스톰프 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24938,S_MT_PR_Armor,Powerful Rush Shadow Armor,Shadow Gear,200,0,파워풀 러쉬 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24939,S_MT_PR_Shoes,Powerful Rush Shadow Shoes,Shadow Gear,200,0,파워풀 러쉬 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24940,S_BO_EP_Earring,Explosive Shadow Earring,Shadow Gear,200,0,익스플로시브 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24941,S_BO_EP_Pendant,Explosive Shadow Pendant,Shadow Gear,200,0,익스플로시브 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24942,S_BO_MD_Armor,Mystery Dust Shadow Armor,Shadow Gear,200,0,미스터리 더스트 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24943,S_BO_MD_Shoes,Mystery Dust Shadow Shoes,Shadow Gear,200,0,미스터리 더스트 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24944,S_HN_VJ_Earring,Vulcan Jack Shadow Earring,Shadow Gear,200,0,발칸 잭 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24945,S_HN_VJ_Pendant,Vulcan Jack Shadow Pendant,Shadow Gear,200,0,발칸 잭 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24946,S_HN_TB_Armor,Thunder Buster Shadow Armor,Shadow Gear,200,0,선더 버스터 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24947,S_HN_TB_Shoes,Thunder Buster Cannon Shadow Shoes,Shadow Gear,200,0,선더 버스터 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24948,S_IG_OC_Earring,Over Cross Shadow Earring,Shadow Gear,200,0,오버 크로스 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24949,S_IG_OC_Pendant,Over Cross Shadow Pendant,Shadow Gear,200,0,오버 크로스 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24950,S_IG_RF_Armor,Rain Pressure Shadow Armor,Shadow Gear,200,0,레인 프레셔 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24951,S_IG_RF_Shoes,Rain Pressure Shadow Shoes,Shadow Gear,200,0,레인 프레셔 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24952,S_IQ_EB_Earring,Explosion Shadow Earring,Shadow Gear,200,0,폭화 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24953,S_IQ_EB_Pendant,Explosion Shadow Pendant,Shadow Gear,200,0,폭화 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24954,S_IQ_BFB_Armor,Blazing Flame Blast Shadow Armor,Shadow Gear,200,0,열화기탄 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24955,S_IQ_BFB_Shoes,Blazing Flame Blast Shadow Shoes,Shadow Gear,200,0,열화기탄 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24956,S_SU_CS_Earring,Chulho Claw Shadow Earring,Shadow Gear,200,0,철호 할퀴기 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24957,S_SU_CS_Pendant,Chulho Claw Shadow Pendant,Shadow Gear,200,0,철호 할퀴기 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24958,S_SU_HB_Armor,Hogogong Battering Shadow Armor,Shadow Gear,200,0,호고공 난무 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24959,S_SU_HB_Shoes,Hogogong Battering Shadow Shoes,Shadow Gear,200,0,호고공 난무 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24967,S_CD_AR_Earring,Arbit Shadow Earring,Shadow Gear,200,0,아르비트 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24968,S_CD_AR_Pendant,Arbit Shadow Pendant,Shadow Gear,200,0,아르비트 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24969,S_CD_DF_Armor,Divinus Shadow Armor,Shadow Gear,200,0,디비누스 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24970,S_CD_DF_Shoes,Divinus Shadow Shoes,Shadow Gear,200,0,디비누스 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24971,S_AG_FB_Earring,Flare Bloom Shadow Earring,Shadow Gear,200,0,플레어 블룸 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24972,S_AG_FB_Pendant,Flare Bloom Shadow Pendant,Shadow Gear,200,0,플레어 블룸 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24973,S_AG_SH_Armor,Storm Hurricane Shadow Armor,Shadow Gear,200,0,스톰 허리케인 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24974,S_AG_SH_Shoes,Storm Hurricane Shadow Shoes,Shadow Gear,200,0,스톰 허리케인 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24975,S_SKE_NS_Earring,Noon Sun Shadow Earring,Shadow Gear,200,0,태천신양 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24976,S_SKE_NS_Pendant,Noon Sun Shadow Pendant,Shadow Gear,200,0,태천신양 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24977,S_SKE_SB_Armor,Sunset Blast Shadow Armor,Shadow Gear,200,0,천양 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24978,S_SKE_SB_Shoes,Sunset Blast Shadow Shoes,Shadow Gear,200,0,천양 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24979,S_EM_CO_Earring,Conflagrative Shadow Earring,Shadow Gear,200,0,컨프래그티브 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24980,S_EM_CO_Pendant,Conflagrative Shadow Pendant,Shadow Gear,200,0,컨프래그티브 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24981,S_EM_LS_Armor,Lightning Swamp Shadow Armor,Shadow Gear,200,0,라이트닝 스웜프 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24982,S_EM_LS_Shoes,Lightning Swamp Shadow Shoes,Shadow Gear,200,0,라이트닝 스웜프 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24983,S_ABC_AF_Earring,Abyss Flame Shadow Earring,Shadow Gear,200,0,어비스 플레임 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24984,S_ABC_AF_Pendant,Abyss Flame Shadow Pendant,Shadow Gear,200,0,어비스 플레임 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24985,S_ABC_FA_Armor,From Abyss Shadow Armor,Shadow Gear,200,0,프롬 어비스 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24986,S_ABC_FA_Shoes,From Abyss Shadow Shoes,Shadow Gear,200,0,프롬 어비스 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24987,S_SOA_TOWB_Earring,Talisman of White Black Shadow Earring,Shadow Gear,200,0,백현부 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24988,S_SOA_TOWB_Pendant,Talisman of White Black Shadow Pendant,Shadow Gear,200,0,백현부 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24989,S_SOA_TOFG_Armor,Four Bearing God Shadow Armor,Shadow Gear,200,0,사방신 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24990,S_SOA_TOFG_Shoes,Four Bearing God Shadow Shoes,Shadow Gear,200,0,사방신 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24993,S_Magical_M_Armor,Magical Master Shadow Armor,Shadow Gear,200,0,매지컬 마스터 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24994,S_Magical_M_Shoes,Magical Master Shadow Shoes,Shadow Gear,200,0,매지컬 마스터 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24995,S_Magical_M_Earring,Magical Master Shadow Earring,Shadow Gear,200,0,매지컬 마스터 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
24996,S_Magical_M_Pendant,Magical Master Shadow Pendant,Shadow Gear,200,0,매지컬 마스터 펜던트 쉐도우,SV_Pendant_Shadow,Shadow Capsule,100000 all / 300000 selected
24997,S_Spell_M_Armor,Spell Master Shadow Armor,Shadow Gear,200,0,스펠 마스터 아머 쉐도우,SV_Armor_Shadow,Shadow Capsule,100000 all / 300000 selected
24998,S_Spell_M_Shoes,Spell Master Shadow Shoes,Shadow Gear,200,0,스펠 마스터 슈즈 쉐도우,SV_Shoes_Shadow,Shadow Capsule,100000 all / 300000 selected
24999,S_Spell_M_Earring,Spell Master Shadow Earring,Shadow Gear,200,0,스펠 마스터 이어링 쉐도우,SV_Earring_Shadow,Shadow Capsule,100000 all / 300000 selected
26107,Staff_Of_Elder,Elder Staff,Weapons,100,3,장로의 지팡이,치유의지팡이,Equipment Archive > Weapons > Lv 100-129,200000
26118,Shadow_Staff_K,Shadow Staff,Weapons,100,2,쉐도우 스태프,쉐도우스태프,Equipment Archive > Weapons > Lv 100-129,200000
26140,WitchsBroomStick,Witch's Broom,Weapons,210,2,마녀의 빗자루,WitchsBroomStick,Equipment Archive > Weapons > Lv 200+,2000000
26151,Rutilus_Stick_OS,Rutilus Stick-OS,Weapons,130,2,루틸루스 스틱-OS,Rutilus_Stick_OS,Equipment Archive > Weapons > Lv 130-159,500000
26154,SoulWeight,Spirit Pendulum,Weapons,100,2,혼령추,케라우노스,Equipment Archive > Weapons > Lv 100-129,200000
26155,MeawFoxtail,Meowmeow Foxtail,Weapons,100,2,냥냥 강아지풀,MeawFoxtail,Equipment Archive > Weapons > Lv 100-129,200000
26158,Crimson_Rose_Stick,Crimson Rose Stick,Weapons,170,2,크림즌 로즈 스틱,Crimson_Rose_Stick,Equipment Archive > Weapons > Lv 160-199,1000000
26159,Psychic_Spear_Rod,Psychic Spear Rod,Weapons,170,2,사이킥 스피어 로드,Psychic_Spear_Rod,Equipment Archive > Weapons > Lv 160-199,1000000
26160,Dust_Grave,Dust Grave,Weapons,170,2,더스트 그레이브,Dust_Grave,Equipment Archive > Weapons > Lv 160-199,1000000
26161,Ponitendtia,Penitentia,Weapons,170,2,페니텐티아,Ponitendtia,Equipment Archive > Weapons > Lv 160-199,1000000
26162,Ein_1HWAND,Welding Wand,Weapons,170,2,웰딩 완드,Ein_1HWAND,Equipment Archive > Weapons > Lv 160-199,1000000
26164,ElectricFox_OS,Electric Fox-OS,Weapons,130,2,일렉트릭폭스-OS,ElectricFox_OS,Equipment Archive > Weapons > Lv 130-159,500000
26165,R_Cleric_Staff,Royal Cleric Staff,Weapons,170,2,로얄 클레릭 스태프,R_Cleric_Staff,Equipment Archive > Weapons > Lv 160-199,1000000
26166,R_Magician_Wand,Royal Magician Wand,Weapons,170,2,로얄 매지션 완드,R_Magician_Wand,Equipment Archive > Weapons > Lv 160-199,1000000
26172,R_Foxtail_rod,Royal Foxtail,Weapons,170,2,로얄 강아지풀,로얄강아지풀,Equipment Archive > Weapons > Lv 160-199,1000000
26212,Heart_Whip,Heart Whip,Weapons,170,2,하트 휩,Heart_Whip,Equipment Archive > Weapons > Lv 160-199,1000000
26213,Scarlet_Ribbon,Scarlet Ribbon,Weapons,170,2,스칼렛 리본,Scarlet_Ribbon,Equipment Archive > Weapons > Lv 160-199,1000000
26215,Ein_1HWHIP,Safety Whip,Weapons,170,2,세이프티 휩,Ein_1HWHIP,Equipment Archive > Weapons > Lv 160-199,1000000
26216,R_Wheep,Royal Whip,Weapons,170,2,로얄 휩,R_Wheep,Equipment Archive > Weapons > Lv 160-199,1000000
28000,Thanos_Katar,Thanos Katar,Weapons,120,1,타노스의 카타르,타노스의카타르,Equipment Archive > Weapons > Lv 100-129,200000
28001,Katar_Of_Evil_Slayer,Evil Slayer Ripper Katar,Weapons,100,1,마신을 찢은 카타르,카타르,Equipment Archive > Weapons > Lv 100-129,200000
28038,Meuchler_OS,Meuchler-OS,Weapons,130,2,모이슈라-OS,Meuchler_OS,Equipment Archive > Weapons > Lv 130-159,500000
28039,Shiver_Katar_K,Katar of Shiver,Weapons,100,2,전율의 카타르,전율의카타르,Equipment Archive > Weapons > Lv 100-129,200000
28042,Reaper_Cross,Ripper Cross,Weapons,170,2,리퍼 크로스,Reaper_Cross,Equipment Archive > Weapons > Lv 160-199,1000000
28044,Agudo_Filo,Agudo Filo,Weapons,170,2,아구도 필로,Local02_Katar,Equipment Archive > Weapons > Lv 160-199,1000000
28045,Ein_BHKATAR,Bolt Crusher,Weapons,170,2,볼트 크러셔,Ein_BHKATAR,Equipment Archive > Weapons > Lv 160-199,1000000
28046,R_Katar,Royal Katar,Weapons,170,2,로얄 카타르,R_Katar,Equipment Archive > Weapons > Lv 160-199,1000000
28100,Thanos_Axe,Thanos Axe,Weapons,120,1,타노스의 도끼,타노스의도끼,Equipment Archive > Weapons > Lv 100-129,200000
28105,Axe_Of_Infinite,Infinity Axe,Weapons,100,1,무한의 도끼,서늘한양날도끼,Equipment Archive > Weapons > Lv 100-129,200000
28130,Avenger,Avenger,Weapons,100,2,복수자,어벤저투핸드액스,Equipment Archive > Weapons > Lv 100-129,200000
28136,Blasti_OS,Blasti-OS,Weapons,130,2,블라스티-OS,Blasti_OS,Equipment Archive > Weapons > Lv 130-159,500000
28138,Maxi_Spanner,Maxi Spanner,Weapons,170,2,맥시 스패너,Maxi_Spanner,Equipment Archive > Weapons > Lv 160-199,1000000
28140,Ein_BHAXE,Saw Axe,Weapons,170,2,쏘우 액스,Ein_BHAXE,Equipment Archive > Weapons > Lv 160-199,1000000
